Sample ID	Chromosome	Start	End	Number of probes	Segment mean value
618	12	49916533	50571600	215	-0.0319963
618	12	50571600	50869647	58	-0.574149
618	12	50870147	51818819	159	-0.216984
618	12	51819319	53169386	319	0.13698
618	12	53170475	54105905	331	-0.193244
618	12	54106883	56151337	319	-0.0658388
618	12	56154334	57317834	489	-0.242652
618	12	57323173	57638149	204	0.187487
618	12	57638319	57969055	135	-0.118477
618	12	57969422	64587121	367	0.0946079
618	12	64587621	65444628	82	-0.210338
618	12	65445128	69042561	200	0.112499
618	12	69044179	69264179	54	-0.276792
618	12	69265563	94761977	1239	0.100416
618	12	94763697	102437990	673	-0.0705216
618	12	102439831	109181263	607	0.0943083
618	12	109181763	109876425	161	-0.157877
618	12	109877435	110034382	60	0.162059
618	12	110034882	110474133	78	-0.101913
618	12	110475163	112940060	418	-0.259113
618	12	112943068	120695642	678	-0.0921753
618	12	120703419	123307966	540	-0.278395
618	12	123310878	123645930	85	-0.00598214
618	12	123646661	124311445	177	-0.348311
618	12	124315092	133257865	629	-0.0206334
618	12	133263839	133501458	67	-0.257209
618	12	133501958	133682666	28	-0.788815
618	12	133682666	133781116	24	-0.267289
618	13	19171689	23869626	248	-0.499564
618	13	23870126	28366327	420	-0.360823
618	13	28366827	28959168	85	-0.598901
618	13	28963837	46733797	1266	-0.328357
618	13	46917519	74289004	844	-0.384449
618	13	74289504	80122529	317	-0.242629
618	13	80125151	99404852	454	-0.39447
618	13	99405352	115109378	1076	-0.285429
618	14	19217246	21623367	312	-0.0208298
618	14	21623367	22180800	159	-0.240198
618	14	22180800	23818635	400	-0.0621786
618	14	23820960	26033380	577	0.130688
618	14	26033380	31420150	128	0.00151347
618	14	31424825	31844174	84	-0.260491
618	14	31849672	34903906	115	0.0709671
618	14	34904406	35739802	106	-0.377964
618	14	35742640	39346699	161	0.0209901
618	14	39346699	39790260	79	-0.299773
618	14	39796067	43597094	46	-0.0149191
618	14	43597094	50044029	183	-0.497284
618	14	50044529	51132116	217	-0.60972
618	14	51132116	51290322	44	-0.996538
618	14	51290822	52906112	111	-0.226142
618	14	52907281	59781497	514	-0.432187
618	14	59781997	60337348	76	-0.246567
618	14	60581430	73444752	1119	-0.366471
618	14	73444844	74825595	268	-0.649412
618	14	74826095	75618846	213	-0.432184
618	14	75619346	77797538	222	-0.278845
618	14	77798038	78365601	109	-0.593701
618	14	78374145	84422377	151	-0.342192
618	14	84422377	87014434	24	-1.02872
618	14	87014434	90528049	201	-0.322383
618	14	90528549	93813740	406	-0.462004
618	14	93814373	102359445	669	-0.305955
618	14	102360843	104500406	406	-0.530091
618	14	104501296	106494369	433	-0.389807
618	14	106494369	107283288	86	-0.0807606
618	15	20044632	22466552	22	0.303214
618	15	22482524	23932364	99	-0.584731
618	15	23932864	34129188	557	-0.313387
618	15	34129831	35743004	199	-0.477139
618	15	35746947	40862142	347	-0.233242
618	15	40863802	41029539	55	-0.777933
618	15	41029825	41297885	96	-0.435977
618	15	41298385	42059478	203	-0.723786
618	15	42067473	42470768	208	-0.278862
618	15	42476714	45270826	726	-0.498494
618	15	45271326	47756099	176	-0.365412
618	15	47756099	50339661	298	-0.183277
618	15	50340161	50730770	40	-0.343528
618	15	50731270	51226894	86	-0.762939
618	15	51233638	55611611	379	-0.31944
618	15	55612472	56148394	83	-0.614924
618	15	56152604	64364629	723	-0.351987
618	15	64365129	66857703	443	-0.545169
618	15	66858203	70961527	303	-0.280111
618	15	70961527	79254578	1123	-0.413351
618	15	79264207	83295443	279	-0.248968
618	15	83295943	84706558	165	-0.441693
618	15	85034973	90161441	431	-0.381089
618	15	90162938	91419147	244	-0.516601
618	15	91419484	102520892	603	-0.301251
618	16	60500	133255	31	0.308727
618	16	135399	624763	160	-0.179744
618	16	625838	1265081	289	0.0787034
618	16	1265241	3117416	798	-0.0805036
618	16	3117554	4383520	271	-0.289716
618	16	4384801	20360534	1210	-0.119365
618	16	20361971	20809313	86	0.20708
618	16	20809313	25266713	629	-0.180103
618	16	25268049	28330518	181	-0.00301913
618	16	28331396	29802150	253	-0.278881
618	16	29808213	35193080	788	-0.103288
618	16	46615640	55188021	589	-0.0140146
618	16	55188021	56448256	108	0.200247
618	16	56448756	67576328	1073	-0.0341844
618	16	67576328	68591400	349	-0.114059
618	16	68591900	70884558	414	-0.24994
618	16	70889030	71418281	98	0.121735
618	16	71418685	75690509	507	-0.18785
618	16	75846021	81050990	160	0.0075144
618	16	81051362	81390607	91	-0.30576
618	16	81396103	89258302	779	-0.025463
618	16	89258612	90294253	275	-0.1946
618	17	6010	5405192	1335	-0.564366
618	17	5418073	10305102	1268	-0.461483
618	17	10307646	10451237	133	-0.207024
618	17	10451737	20200390	1123	-0.446965
618	17	20209335	22220573	65	0.00705252
618	17	25524939	27612509	483	0.0122033
618	17	27613009	27893984	33	-0.357425
618	17	27895776	28887200	185	-0.00744147
618	17	28887634	29326209	63	-0.404257
618	17	29422887	30178657	92	-0.00923591
618	17	30179157	30534048	55	-0.325745
618	17	30535125	35641871	593	-0.022951
618	17	35656204	37437716	324	-0.176173
618	17	37438981	37762852	67	-0.42101
618	17	37783645	39681251	557	-0.0291603
618	17	39681442	40997172	505	-0.161
618	17	40997172	41367960	130	-0.408816
618	17	41368467	47486835	1093	-0.160824
618	17	47489039	48917873	379	0.0820876
618	17	48917873	49374350	78	-0.179907
618	17	49374850	56424945	342	0.0756286
618	17	56428762	58040645	293	-0.200972
618	17	58041968	65211514	899	-0.027912
618	17	65212014	66864497	167	-0.200198
618	17	66865840	67264197	165	0.164457
618	17	67266753	73888931	756	-0.0650466
618	17	73892604	74639720	293	-0.217138
618	17	74640220	80790330	1265	-0.0813424
618	17	80790830	81194710	44	0.120056
618	18	10500	697355	85	2.17167
618	18	712359	15249095	885	-0.380414
618	18	18520842	21214113	270	-0.486439
618	18	21218812	78016748	2730	-0.325966
618	19	60500	1078044	289	-0.649847
618	19	1079701	1456152	136	-0.396364
618	19	1456304	2851649	410	-0.614827
618	19	2852377	3019464	60	-0.937667
618	19	3019696	9073579	1736	-0.642421
618	19	9073579	9874084	181	-0.869697
618	19	9875611	15734904	1804	-0.654351
618	19	15739111	24310782	1435	-0.264049
618	19	28263182	33071667	141	0.00707715
618	19	33072167	33647448	132	-0.342868
618	19	33651319	36275219	534	-0.0721276
618	19	36275854	39111075	752	-0.368082
618	19	39114716	40834457	495	-0.17961
618	19	40839757	41086842	98	-0.373424
618	19	41088256	43025673	547	-0.0979639
618	19	43026075	43866472	64	0.219468
618	19	43920032	45016136	329	-0.140647
618	19	45016925	50298995	1546	-0.282928
618	19	50302058	50393236	88	0.0232129
618	19	50393236	54074984	818	-0.244735
618	19	54079950	54606196	132	-0.505165
618	19	54606421	55434607	281	-0.154516
618	19	55438972	55543764	41	-0.606457
618	19	55543873	58946578	931	-0.266333
618	19	58948413	59080953	74	0.0579699
618	20	68350	944763	119	-0.474248
618	20	947816	2082027	97	-0.195442
618	20	2082527	5892328	575	-0.437382
618	20	5896971	24106619	968	0.435217
618	20	24106619	25295606	86	0.216653
618	20	25300834	26256532	66	-0.0919723
618	20	29458437	31604908	308	-0.140851
618	20	31606064	31670806	40	0.246486
618	20	31671172	35835852	771	-0.180685
618	20	35838449	42169768	500	0.0723227
618	20	42194955	42333998	34	-0.336066
618	20	42338602	45797845	591	0.0448272
618	20	45801354	51120937	519	-0.127735
618	20	51120937	55841178	167	-0.0230966
618	20	55841678	60512001	340	0.175457
618	20	60512501	62965020	694	-0.0176812
618	21	9411693	34166732	745	0.0417408
618	21	34282951	37572799	250	-0.0169801
618	21	37581012	37833993	75	-0.34652
618	21	37834493	48119395	1318	0.0358585
618	22	16050500	18210014	130	-0.543419
618	22	18210014	20508931	370	-0.351839
618	22	20748918	22989351	347	-0.482764
618	22	23010695	24919741	296	-0.306045
618	22	24921678	25423466	70	-0.575923
618	22	25423966	25445331	17	-1.10744
618	22	25445831	31723085	782	-0.408357
618	22	31723085	32302052	134	-0.712294
618	22	32302190	38082482	552	-0.326313
618	22	38083916	39085134	236	-0.633467
618	22	39085300	40804846	290	-0.398984
618	22	40804936	43533304	485	-0.546445
618	22	43537167	51244066	1037	-0.37282
541	1	69396	36755365	5307	-0.0800071
541	1	36756974	41094621	668	0.30667
541	1	41094942	45154869	598	0.470579
541	1	45155369	46871177	402	0.325203
541	1	46871259	47684891	128	0.611828
541	1	47685391	47905295	45	0.116451
541	1	47905795	51253877	109	0.613412
541	1	51254377	55266552	569	0.364001
541	1	55266552	60682241	339	0.613126
541	1	60682241	62093489	29	0.512418
541	1	62123467	62939759	99	0.228908
541	1	62940878	78163159	917	0.525399
541	1	78163547	78425948	56	0.19677
541	1	78428454	92262343	749	0.546733
541	1	92262843	93592856	153	0.291459
541	1	93594834	109261671	812	0.529325
541	1	109264956	109778728	132	0.29947
541	1	109779012	117944307	1074	0.481681
541	1	117944807	120930293	247	0.628747
541	1	143118261	145096621	46	0.685523
541	1	145297618	146634152	164	0.310905
541	1	146638076	148009516	83	0.566167
541	1	148022926	151955800	677	0.238094
541	1	151958574	153520961	247	0.527078
541	1	153521461	156783808	1151	0.265289
541	1	156783996	160811290	726	0.5193
541	1	160811373	161336068	197	0.289359
541	1	161336228	173495853	942	0.538159
541	1	173499043	173934258	89	0.249774
541	1	173939642	179052188	310	0.531375
541	1	179054762	180366150	201	0.334647
541	1	180366650	183485126	309	0.469465
541	1	183486822	185878640	205	0.578588
541	1	185880805	186123119	94	0.820738
541	1	186123619	198828297	558	0.570104
541	1	198829107	205766131	1002	0.382195
541	1	205767031	224301331	1436	0.50039
541	1	224301831	224586295	50	0.193444
541	1	224586590	226015930	139	0.484302
541	1	226016430	226567342	98	0.245164
541	1	226567622	234508964	749	0.481916
541	1	234509464	236711461	257	0.329825
541	1	236714201	246703832	638	0.465163
541	1	246704332	248525405	229	0.270001
541	1	248525405	249240121	91	0.592315
541	2	10500	9419518	336	0.0660473
541	2	9420018	11295815	228	-0.111727
541	2	11300591	24021193	547	0.092819
541	2	24021693	27910887	913	-0.13778
541	2	27918050	32092929	360	0.0259706
541	2	32095521	32889534	154	-0.210784
541	2	32891701	47601187	990	-0.00548537
541	2	47602372	48809702	112	-0.250495
541	2	48818791	55254354	310	0.0349415
541	2	55254354	56094369	122	-0.202904
541	2	56097854	60987430	94	0.0605371
541	2	60988875	62107529	215	-0.223429
541	2	62112154	70076874	455	0.0375466
541	2	70092031	70520781	60	-0.300123
541	2	70524420	81626342	888	-0.00349109
541	2	81626342	84329384	18	0.430372
541	2	84329384	85510117	116	0.097805
541	2	85510617	92267022	474	0.38253
541	2	95326671	102441891	873	-0.0192472
541	2	102445965	103379145	133	0.178192
541	2	103380787	128528555	1235	0.00322
541	2	128529055	129076137	80	-0.263958
541	2	129076637	140990254	532	-0.0445432
541	2	140990754	141819842	100	0.260546
541	2	141820342	152507399	409	0.00793738
541	2	152510505	161761553	540	0.0878779
541	2	161761553	170177394	703	0.195075
541	2	170177894	178098999	642	-0.0358533
541	2	178099499	179457004	315	0.166659
541	2	179457105	179593896	183	0.345841
541	2	179594014	183387103	282	0.21153
541	2	183387603	187531957	170	0.00860519
541	2	187532397	190339058	190	0.264753
541	2	190339442	198318388	545	0.0406508
541	2	198324655	198480099	30	-0.358741
541	2	198480599	201677430	171	0.0655072
541	2	201677930	204356042	427	-0.152111
541	2	204359956	206641250	76	0.117796
541	2	206641750	207176317	74	-0.265233
541	2	207176817	209198217	187	0.0106497
541	2	209200029	215928942	396	0.148849
541	2	215976319	218938608	203	-0.00125159
541	2	218939815	220332156	533	-0.138397
541	2	220333299	243188873	2112	-0.0045372
541	3	60500	9799530	464	0.51658
541	3	9800870	10320146	192	0.220769
541	3	10320568	12530799	150	0.512434
541	3	12531299	12859124	65	0.201302
541	3	12859124	32726452	1018	0.502809
541	3	32726952	33195008	69	0.238853
541	3	33195008	39172586	654	0.511949
541	3	39174542	39228038	27	-0.467114
541	3	39228038	40500227	85	0.0384494
541	3	40502897	40574581	26	-0.416489
541	3	40575081	44487566	316	0.00112604
541	3	44488066	44867030	86	-0.318715
541	3	44867530	47059229	384	0.0223702
541	3	47061249	48337648	243	-0.253696
541	3	48338216	48675665	253	0.412532
541	3	48677106	49662611	356	0.243535
541	3	49662611	49761159	129	0.472271
541	3	49764554	50154812	159	0.2475
541	3	50155763	53529260	992	0.424335
541	3	53531178	56207548	179	0.591066
541	3	56208048	58641290	386	0.360248
541	3	58641790	72798934	528	0.553948
541	3	72799434	73114873	35	0.189092
541	3	73115373	75680078	59	0.588033
541	3	75680078	75788496	12	-0.180625
541	3	75791387	90154779	239	0.508246
541	3	93519633	128200787	2514	0.504903
541	3	128202702	129150421	122	0.296577
541	3	129151345	135801263	662	0.523251
541	3	135809419	138762936	266	0.320762
541	3	138762936	169492349	1512	0.507769
541	3	169496555	170137080	103	0.25981
541	3	170140950	175826814	249	0.549012
541	3	175826814	185434414	853	0.347389
541	3	185435399	194308757	508	0.512482
541	3	194309257	196675556	276	0.232629
541	3	196678691	197961930	148	0.431232
541	4	85621	3205875	589	-0.0877793
541	4	3208222	38776128	1543	0.0165889
541	4	38776128	41034752	292	-0.178127
541	4	41035771	49338441	493	0.0726507
541	4	52660617	57312543	350	0.0100254
541	4	57312860	57891165	75	-0.321307
541	4	57891542	62542043	40	-0.105446
541	4	62542543	71503560	411	0.0582748
541	4	71507731	72215128	68	-0.196009
541	4	72215628	76489743	303	0.162249
541	4	76490243	76902623	93	-0.179564
541	4	76911904	83292737	412	0.1066
541	4	83294598	84502985	158	-0.157199
541	4	84508407	110383556	1377	0.0638271
541	4	110384056	114028181	240	-0.0716838
541	4	114095571	128808651	744	0.108218
541	4	128811020	129043388	42	-0.332761
541	4	129083348	152020304	829	0.0373951
541	4	152021636	152212605	29	-0.34934
541	4	152213105	159308903	444	0.103797
541	4	159308903	165960724	210	-0.0116958
541	4	165961224	166024248	18	-0.49087
541	4	166033898	178230607	515	0.0676292
541	4	178231763	191025802	573	-0.0506385
541	5	10500	16067902	849	0.876233
541	5	16068402	33614481	451	0.76093
541	5	33615932	37059267	342	0.902188
541	5	37060945	37605340	106	0.539913
541	5	37605840	45907753	499	0.849741
541	5	49555074	51464245	50	0.310141
541	5	51464245	53815399	119	-0.395817
541	5	53815399	65108218	619	-0.676815
541	5	65108718	68390165	136	-0.48953
541	5	68396633	71014620	201	-0.942253
541	5	71015120	79095439	718	-0.689443
541	5	79095939	79961182	100	-0.139443
541	5	79965915	83355618	205	0.0873576
541	5	83356118	125820216	1586	-0.594862
541	5	125821377	126387639	46	-0.993941
541	5	126388304	127873296	138	-0.429879
541	5	127873796	131910968	240	-0.668239
541	5	131911468	134294810	304	-0.885418
541	5	134303681	137235426	167	-0.571539
541	5	137241894	138147991	207	-0.94329
541	5	138148491	138456223	34	-0.0623314
541	5	138456723	142149826	935	-0.773423
541	5	142150326	143370046	51	-0.5797
541	5	143370046	146070803	153	-0.00255263
541	5	146077541	148758788	257	0.174069
541	5	148759288	169173899	1317	-0.0367881
541	5	169174399	170596633	115	0.58994
541	5	170597133	180904760	1162	-0.111639
541	6	60500	10528644	542	0.43526
541	6	10529144	11190692	114	0.216387
541	6	11190692	17283159	249	0.484718
541	6	17284887	18208437	118	0.216099
541	6	18212718	24876019	251	0.381851
541	6	24876519	25914898	97	0.630135
541	6	25915963	28474206	325	0.353769
541	6	28478527	33555661	160	0.0655919
541	6	33560943	41621313	973	0.422456
541	6	41621813	43624460	578	0.231663
541	6	43624960	44982037	180	0.389031
541	6	44982537	56708014	905	0.577188
541	6	56708014	58745455	71	0.385709
541	6	61944508	74063101	465	0.507588
541	6	74063575	74345223	55	0.0227178
541	6	74346343	75795762	49	0.37125
541	6	75796262	75899531	60	0.73907
541	6	75901416	79576793	132	0.383106
541	6	79577293	84603341	300	0.527171
541	6	84603841	90450097	433	0.372217
541	6	90452868	90660253	70	0.102534
541	6	90660253	107019978	506	0.487254
541	6	107020478	108041406	71	0.253674
541	6	108041906	112015077	411	-0.0363038
541	6	112015577	112671174	67	0.284332
541	6	112671174	117197938	177	-0.0107743
541	6	117198438	130425720	658	0.134703
541	6	130426220	149826840	1198	0.0497889
541	6	149833290	151894626	219	-0.250202
541	6	151895126	171054567	1330	0.0292175
541	7	10500	4839941	464	-0.0125059
541	7	4841283	6732334	298	-0.290115
541	7	6736969	11416284	165	0.177697
541	7	11418696	12610611	77	0.390589
541	7	12617688	43601525	1693	0.139694
541	7	43602025	45148836	329	-0.0285163
541	7	45149336	55433922	456	0.15909
541	7	55434422	57810988	112	-0.233778
541	7	61657308	72413780	305	-0.0642965
541	7	72413780	75228565	383	-0.262521
541	7	75229065	77530097	226	-0.077073
541	7	77531078	91570461	669	0.215239
541	7	91570961	91865856	93	-0.0360906
541	7	91866980	97834804	490	0.230946
541	7	97841621	98609158	126	-0.0435535
541	7	98609693	102307711	897	-0.206716
541	7	102392138	107329645	447	0.0520444
541	7	107330568	123181672	827	0.192668
541	7	123185664	131528177	686	0.0130638
541	7	131528177	134896254	220	0.177412
541	7	134896754	140534672	514	-0.0363334
541	7	140535172	142651459	278	0.206356
541	7	142651551	148456730	320	0.0402749
541	7	148457424	148851432	70	-0.355713
541	7	148851932	159128163	999	0.0435042
541	8	10500	22067208	1135	0.0156895
541	8	22069106	22277211	47	-0.302258
541	8	22277711	37630407	1068	-0.0128698
541	8	37632856	38273578	169	-0.283236
541	8	38274823	42196587	360	-0.0301574
541	8	42202470	43398986	141	-0.236708
541	8	47959372	49833000	153	-0.202662
541	8	49833745	90483817	1635	0.0268283
541	8	90483817	90802644	11	-0.627526
541	8	90803144	95539020	255	0.0689511
541	8	95539020	95953169	82	-0.29426
541	8	95953669	104077039	553	-0.00636362
541	8	104078548	120768355	628	0.122449
541	8	120770312	132916059	607	-0.0148547
541	8	132952745	135600638	231	0.198474
541	8	135602510	144331513	473	0.0337169
541	8	144332013	146303522	765	-0.131351
541	9	18279	12693496	586	0.00790949
541	9	12693996	14619096	80	0.281501
541	9	14620180	32542720	731	0.0225936
541	9	32542720	47317179	1054	-0.0812161
541	9	65468179	109685164	2514	-0.00742989
541	9	109685664	110045410	35	0.347686
541	9	110064315	114202801	369	0.0202049
541	9	114204585	116276934	297	-0.120898
541	9	116285209	127119194	874	0.0244551
541	9	127119694	127781484	103	-0.100654
541	9	127782951	128065105	38	-0.448547
541	9	128067341	130439032	233	-0.0190468
541	9	130440709	133579161	761	-0.223715
541	9	133579661	140669060	1619	-0.0961412
541	9	140669560	141152931	76	0.0230937
541	10	60500	5707971	303	0.0679417
541	10	5708471	11908029	321	-0.103954
541	10	11908529	13386950	164	-0.26338
541	10	13387450	39076015	1545	-0.0759005
541	10	42602610	46657072	191	-0.072596
541	10	46676368	50870828	286	0.12434
541	10	50872822	61893528	433	-0.0070878
541	10	61894028	64905468	145	0.148214
541	10	64911909	69934413	166	-0.0733244
541	10	69935079	71128387	239	-0.294504
541	10	71128992	73767449	348	0.023489
541	10	73767449	76074503	419	-0.144579
541	10	76075003	89690846	626	-0.0113012
541	10	89692769	90983587	104	0.230738
541	10	90984848	101514391	1254	-0.0300411
541	10	101515381	105233215	778	-0.16828
541	10	105233215	135439807	2265	0.0157706
541	11	60500	760253	282	-0.122327
541	11	763746	795006	20	-0.893698
541	11	799306	1020734	94	-0.18582
541	11	1021214	46387306	3628	0.0159028
541	11	46387806	47644328	411	-0.160936
541	11	47647225	47837201	72	-0.419144
541	11	47837497	51516211	94	-0.0273748
541	11	55035825	55370416	17	-0.0197429
541	11	55370916	55432142	12	-2.33849
541	11	55432642	57244134	251	0.000460968
541	11	57244134	57886443	114	-0.288689
541	11	57886443	61549296	586	-0.00621145
541	11	61550969	67235563	2047	-0.162707
541	11	67236489	78419560	1475	-0.0355311
541	11	78423526	106579392	1354	0.078355
541	11	106647164	107521129	61	0.0174553
541	11	107521610	108810472	204	-0.194169
541	11	108810972	116701612	532	0.0315129
541	11	116703479	119291096	698	-0.135399
541	11	119291578	134946016	1232	0.0274762
541	12	60500	2904410	352	-0.642027
541	12	2906303	3042696	48	-1.0364
541	12	3043612	6125398	254	-0.595527
541	12	6125681	7249759	466	-0.824999
541	12	7252281	7655160	88	-0.562067
541	12	7656240	9070387	165	-0.88229
541	12	9073580	12122706	353	-0.544022
541	12	12135864	13152470	115	-0.793975
541	12	13197337	19467904	343	-0.560369
541	12	19467904	19813748	30	-1.0168
541	12	19813748	27110676	482	-0.560579
541	12	27113447	31255954	294	0.0298731
541	12	31256510	34431528	207	-0.17547
541	12	37857194	48534654	724	0.112923
541	12	48535093	50571349	560	-0.172553
541	12	50571349	50869647	60	-0.464798
541	12	50870147	51773565	160	-0.216793
541	12	51774065	53217020	348	0.104049
541	12	53217670	56234666	655	-0.113051
541	12	56236136	57181126	459	-0.26563
541	12	57181626	58350673	520	-0.055459
541	12	58351173	64536452	189	0.0925328
541	12	64587621	65133279	76	-0.233328
541	12	65134385	94761977	1477	0.0883023
541	12	94763697	100750669	430	-0.118196
541	12	100751169	108958168	817	0.0168055
541	12	108959096	110565954	327	-0.114888
541	12	110566754	112654999	358	-0.272504
541	12	112657189	120428101	639	-0.103809
541	12	120436324	124090706	788	-0.938883
541	12	124091978	124311445	89	-0.273317
541	12	124315092	133324917	651	-0.0696634
541	12	133327228	133781116	99	-0.315604
541	13	19020500	29287687	775	-0.0258049
541	13	29291946	40782840	757	0.140712
541	13	40804307	41835043	75	-0.178058
541	13	41835543	46733797	390	0.109605
541	13	46917519	115109378	2675	0.0776024
541	14	19217246	24031275	972	0.981567
541	14	24031496	31185183	567	1.1108
541	14	31191089	31841115	114	0.902443
541	14	31844021	34985015	116	1.13152
541	14	34985515	35595988	94	0.723055
541	14	35596684	39346699	159	1.12365
541	14	39346699	39787215	75	0.782109
541	14	39790131	50044029	226	1.01336
541	14	50044529	50760964	148	0.818383
541	14	50768734	60337348	803	1.08104
541	14	60581430	63784563	192	1.1701
541	14	63785063	64990364	207	0.954923
541	14	64998578	73440901	707	1.09414
541	14	73441486	74825331	271	0.798734
541	14	74825331	77812821	444	1.06486
541	14	77818015	78221463	92	0.843461
541	14	78227385	90455434	373	1.13475
541	14	90456060	93762397	410	0.969372
541	14	93762897	101335564	594	1.10135
541	14	101341261	106367360	893	0.934457
541	14	106369364	107283288	107	1.26922
541	15	20169609	24356142	117	-0.274577
541	15	24356142	34127273	540	0.0346776
541	15	34129106	34826374	135	-0.167167
541	15	34828613	40758329	399	0.0597634
541	15	40763412	42059478	363	-0.293421
541	15	42067473	47608402	1101	-0.0957014
541	15	47608402	50497560	308	0.18016
541	15	50498060	51250991	117	-0.262785
541	15	51260459	55611611	371	0.0323215
541	15	55612472	56387453	107	-0.196862
541	15	56387453	59063094	189	0.0951467
541	15	59063594	60768366	161	-0.154539
541	15	60770135	64657703	387	0.0425512
541	15	64658203	66856336	408	-0.210712
541	15	66857013	72106462	393	0.0573881
541	15	72109892	79254578	1047	-0.0979497
541	15	79264207	83205051	266	0.101284
541	15	83205551	84706558	175	-0.0640614
541	15	85081712	90321565	487	-0.0660615
541	15	90328579	90349814	21	-0.842705
541	15	90350314	91561115	276	-0.13537
541	15	91565979	102499862	480	0.0698379
541	16	60500	3115827	1268	-0.0923676
541	16	3117377	4660556	367	-0.22511
541	16	4664678	20043991	1082	-0.114795
541	16	20044491	20870707	143	0.141897
541	16	20871207	35193080	1819	-0.146292
541	16	46615640	53635487	525	0.0256023
541	16	53635987	55850874	123	-0.565957
541	16	55853446	67580134	1120	-0.0282487
541	16	67580268	70712312	709	-0.176861
541	16	70713217	71418281	136	0.138016
541	16	71418685	75690509	503	-0.137002
541	16	75846021	81045044	155	0.0971706
541	16	81045544	81390607	93	-0.244479
541	16	81396103	88599343	584	-0.010232
541	16	88599555	90108943	452	-0.122161
541	16	90109603	90294253	12	0.343195
541	17	6010	5405192	1327	-0.216855
541	17	5418073	10305102	1268	-0.130878
541	17	10307646	10444014	127	0.13415
541	17	10446191	22157351	1169	-0.0963353
541	17	25524939	36478182	1614	-0.108447
541	17	36478391	38715194	596	-0.205274
541	17	38721651	39681251	240	0.0535558
541	17	39681442	41004160	511	-0.205745
541	17	41004160	41521363	124	-0.407017
541	17	41523064	44247720	624	-0.195327
541	17	44248220	44751279	33	-1.29626
541	17	44751779	47918946	484	-0.182138
541	17	47921425	56556753	761	-0.0112859
541	17	56557253	58040645	273	-0.242592
541	17	58041968	65211514	899	-0.0685461
541	17	65212014	66871541	167	-0.217717
541	17	66871754	67501987	183	0.138243
541	17	67502487	81194710	2317	-0.144515
541	18	10500	15249095	964	-0.0146006
541	18	18520842	19424214	121	-0.237717
541	18	19426904	47720636	1509	0.0161527
541	18	47721663	52265376	208	-0.637064
541	18	52265876	59598392	345	-0.00897347
541	18	59598392	62371361	243	-0.637175
541	18	62371361	64396235	41	0.500508
541	18	64396235	78016748	529	-0.621932
541	19	60500	8316133	2299	-0.26438
541	19	8319382	9874084	493	-0.414831
541	19	9875611	15655090	1783	-0.284928
541	19	15658918	16045218	81	-0.00743413
541	19	16045718	24310782	1367	-0.255198
541	19	28263182	32847639	114	-0.0119037
541	19	32851409	36273419	681	-0.166318
541	19	36273498	39125758	755	-0.351298
541	19	39127528	41242992	664	-0.231051
541	19	41243602	42085981	173	-0.146616
541	19	42090699	42314935	37	0.21779
541	19	42315775	43032526	271	-0.164045
541	19	43033026	43865731	61	0.204942
541	19	43920032	45184584	352	-0.171335
541	19	45185838	54074984	2419	-0.272222
541	19	54079950	54240020	45	-0.590518
541	19	54240020	55559909	414	-0.266384
541	19	55568020	59080953	1003	0.162701
541	20	68350	2779183	351	0.42354
541	20	2779371	6100201	505	0.296548
541	20	6100701	20968711	736	0.490021
541	20	20968711	26256532	305	0.0327781
541	20	29458437	33934466	754	0.665082
541	20	33934966	35060869	206	1.04304
541	20	35060869	35858462	170	0.788803
541	20	35860698	36888399	113	1.0724
541	20	36889402	37536836	104	1.81691
541	20	37546799	41385276	238	1.53463
541	20	41385776	42543031	76	1.29914
541	20	42544130	45797286	582	1.50368
541	20	45797786	55746164	676	1.37008
541	20	55748255	62965020	1039	1.5772
541	21	9411693	37510230	981	0.415302
541	21	37518373	37833993	81	0.0792264
541	21	37834493	48119395	1301	0.398792
541	22	16050500	17586492	41	0.0495111
541	22	17586742	18232940	92	-0.361444
541	22	18233440	20508931	365	-0.0498135
541	22	20748918	31795711	1521	-0.109463
541	22	31796605	32330435	127	-0.343413
541	22	32333901	38206164	592	-0.0627419
541	22	38208893	38642106	117	-0.380332
541	22	38643775	46202902	1166	-0.15439
541	22	46238870	51244066	713	-0.790522
258	1	69396	1290532	250	-0.0217664
258	1	1290829	1922395	201	-0.4856
258	1	1922895	3686451	286	0.100092
258	1	3687964	3782564	33	-0.352762
258	1	3784537	3844768	11	-0.0344175
258	1	3995768	6008311	46	0.354405
258	1	6021853	6202388	46	0.00299639
258	1	6202473	6885270	169	-0.374997
258	1	6885770	7797630	24	0.212906
258	1	7798018	9795673	224	-0.402874
258	1	9797555	10529395	142	-0.743173
258	1	10532379	11007219	40	-0.00526522
258	1	11007719	11334117	125	-0.619329
258	1	11334617	14041600	333	-0.290647
258	1	14042100	15598318	61	0.0519711
258	1	15598818	15833570	61	-0.358262
258	1	15834367	16257222	111	-0.682669
258	1	16257222	16559512	118	-0.124265
258	1	16563125	17395038	104	-0.530364
258	1	17395538	17634809	50	-0.0928146
258	1	17635309	17906590	40	-0.562748
258	1	17907090	19524543	210	0.13231
258	1	19525034	20246299	115	-0.375711
258	1	20246799	20810212	53	0.144057
258	1	20811706	22446042	321	-0.389319
258	1	22446542	23239092	74	0.148108
258	1	23239954	24390649	185	-0.521956
258	1	24392380	26372387	263	-0.252902
258	1	26380383	27624602	267	-0.544549
258	1	27627716	28008150	111	-0.251435
